Session_ID,Zone,Transformer_ID,EV_Type,Battery_Capacity_kWh,Arrival_SoC_perc,Target_SoC_perc,Energy_Requested_kWh,Charger_Type_kW,Plug_In_Time,Estimated_Plug_Out,Grid_Limit_Alert
SESS_04147,Indiranagar,TX_IND_008,2W,3.7,15.02,100,3.14,3.3,2026-05-07 09:39:00,2026-05-07 10:41:53,0
SESS_03679,Whitefield,TX_WHI_002,2W,2.9,20.07,100,2.32,3.3,2026-05-07 09:41:00,2026-05-07 10:27:21,0
SESS_01500,Hebbal,TX_HEB_002,2W,4.0,20.98,80,2.36,3.3,2026-05-07 09:43:00,2026-05-07 10:30:12,0
SESS_04633,Whitefield,TX_WHI_005,Commercial,120.0,23.74,100,91.52,120.0,2026-05-07 09:44:00,2026-05-07 10:34:20,0
SESS_02252,Indiranagar,TX_IND_006,4W,72.0,33.56,80,33.44,7.2,2026-05-07 09:45:00,2026-05-07 14:51:31,0
SESS_03838,Koramangala,TX_KOR_005,4W,60.0,30.24,80,29.85,7.2,2026-05-07 09:46:00,2026-05-07 14:19:39,0
SESS_01590,Whitefield,TX_WHI_001,2W,2.9,22.4,80,1.67,3.3,2026-05-07 09:47:00,2026-05-07 10:20:24,0
SESS_03254,Whitefield,TX_WHI_003,4W,60.0,18.88,80,36.67,7.2,2026-05-07 09:47:00,2026-05-07 15:23:10,0
SESS_04498,Whitefield,TX_WHI_005,2W,4.0,31.17,80,1.95,3.3,2026-05-07 09:48:00,2026-05-07 10:27:03,0
SESS_02041,Whitefield,TX_WHI_003,2W,3.7,31.31,90,2.17,3.3,2026-05-07 09:48:00,2026-05-07 10:31:25,0
SESS_00221,Hebbal,TX_HEB_007,2W,4.0,45.1,100,2.2,3.3,2026-05-07 09:48:00,2026-05-07 10:31:55,0
SESS_02268,Koramangala,TX_KOR_002,Commercial,200.0,22.32,100,155.35,80.0,2026-05-07 09:49:00,2026-05-07 11:57:09,0
SESS_03600,Koramangala,TX_KOR_007,2W,4.0,25.02,90,2.6,3.3,2026-05-07 09:51:00,2026-05-07 10:42:59,0
SESS_00466,Koramangala,TX_KOR_003,2W,2.9,7.91,80,2.09,3.3,2026-05-07 09:53:00,2026-05-07 10:34:48,0
SESS_01031,Hebbal,TX_HEB_007,2W,2.9,18.19,90,2.08,3.3,2026-05-07 09:53:00,2026-05-07 10:34:38,0
SESS_01624,Electronic City,TX_ELE_005,2W,3.7,5.93,90,3.11,3.3,2026-05-07 09:54:00,2026-05-07 10:56:12,0
SESS_01965,Koramangala,TX_KOR_008,2W,4.0,10.36,90,3.19,3.3,2026-05-07 09:55:00,2026-05-07 10:58:42,0
SESS_02741,Whitefield,TX_WHI_001,2W,4.0,32.0,80,1.92,3.3,2026-05-07 09:56:00,2026-05-07 10:34:23,0
SESS_03319,Whitefield,TX_WHI_003,2W,2.9,33.78,100,1.92,3.3,2026-05-07 09:57:00,2026-05-07 10:35:24,0
SESS_04254,Koramangala,TX_KOR_007,2W,4.0,25.45,90,2.58,3.3,2026-05-07 09:57:00,2026-05-07 10:48:38,0
SESS_03706,Hebbal,TX_HEB_004,Commercial,80.0,5.46,100,75.63,50.0,2026-05-07 09:57:00,2026-05-07 11:36:50,0
SESS_03909,Hebbal,TX_HEB_007,2W,2.9,22.86,100,2.24,3.3,2026-05-07 09:57:00,2026-05-07 10:41:44,0
SESS_00123,Koramangala,TX_KOR_008,4W,72.0,17.02,80,45.35,7.2,2026-05-07 09:57:00,2026-05-07 16:52:41,0
SESS_00544,Whitefield,TX_WHI_002,Commercial,120.0,11.71,80,81.94,80.0,2026-05-07 09:58:00,2026-05-07 11:05:36,0
SESS_02591,Indiranagar,TX_IND_001,Commercial,120.0,28.96,100,85.25,80.0,2026-05-07 09:59:00,2026-05-07 11:09:19,0
SESS_04040,Koramangala,TX_KOR_004,2W,2.9,47.44,100,1.52,3.3,2026-05-07 10:00:00,2026-05-07 10:30:28,0
SESS_01593,Whitefield,TX_WHI_001,2W,2.9,21.54,80,1.7,3.3,2026-05-07 10:01:00,2026-05-07 10:34:54,0
SESS_03183,Koramangala,TX_KOR_002,2W,4.0,42.14,90,1.91,3.3,2026-05-07 10:03:00,2026-05-07 10:41:17,0
SESS_04585,Koramangala,TX_KOR_001,4W,72.0,31.75,90,41.94,7.2,2026-05-07 10:03:00,2026-05-07 16:27:25,0
SESS_03392,Whitefield,TX_WHI_002,2W,4.0,24.5,100,3.02,3.3,2026-05-07 10:04:00,2026-05-07 11:04:23,0
SESS_04993,Indiranagar,TX_IND_003,2W,3.7,12.1,90,2.88,3.3,2026-05-07 10:04:00,2026-05-07 11:01:38,0
SESS_03754,Hebbal,TX_HEB_002,2W,4.0,13.64,100,3.45,3.3,2026-05-07 10:06:00,2026-05-07 11:15:05,0
SESS_03349,Koramangala,TX_KOR_007,4W,45.0,27.16,100,32.78,25.0,2026-05-07 10:08:00,2026-05-07 11:34:32,0
SESS_00575,Electronic City,TX_ELE_004,Commercial,200.0,29.09,80,101.83,50.0,2026-05-07 10:09:00,2026-05-07 12:23:24,0
SESS_01478,Koramangala,TX_KOR_007,4W,30.0,22.37,80,17.29,7.2,2026-05-07 10:10:00,2026-05-07 12:48:28,0
SESS_01863,Whitefield,TX_WHI_001,Commercial,200.0,5.0,100,190.0,120.0,2026-05-07 10:14:00,2026-05-07 11:58:30,0
SESS_03007,Electronic City,TX_ELE_001,Commercial,200.0,26.34,100,147.33,120.0,2026-05-07 10:15:00,2026-05-07 11:36:01,0
SESS_00799,Whitefield,TX_WHI_004,2W,3.7,15.97,90,2.74,3.3,2026-05-07 10:16:00,2026-05-07 11:10:46,0
SESS_00304,Indiranagar,TX_IND_007,2W,3.7,40.83,90,1.82,3.3,2026-05-07 10:16:00,2026-05-07 10:52:23,0
SESS_00775,Electronic City,TX_ELE_005,2W,4.0,9.8,80,2.81,3.3,2026-05-07 10:16:00,2026-05-07 11:12:09,0
SESS_00410,Hebbal,TX_HEB_001,2W,3.7,22.23,100,2.88,3.3,2026-05-07 10:21:00,2026-05-07 11:18:33,0
SESS_04794,Koramangala,TX_KOR_001,2W,2.9,27.36,100,2.11,3.3,2026-05-07 10:23:00,2026-05-07 11:05:07,0
SESS_00717,Electronic City,TX_ELE_001,2W,3.7,41.21,100,2.18,3.3,2026-05-07 10:24:00,2026-05-07 11:07:30,0
SESS_03131,Whitefield,TX_WHI_003,Commercial,200.0,24.34,90,131.32,120.0,2026-05-07 10:25:00,2026-05-07 11:37:13,0
SESS_00200,Whitefield,TX_WHI_003,2W,2.9,19.6,100,2.33,3.3,2026-05-07 10:26:00,2026-05-07 11:12:37,0
SESS_01525,Hebbal,TX_HEB_002,Commercial,80.0,13.57,80,53.14,80.0,2026-05-07 10:26:00,2026-05-07 11:09:50,0
SESS_03845,Koramangala,TX_KOR_006,2W,3.7,24.73,80,2.04,3.3,2026-05-07 10:27:00,2026-05-07 11:07:53,0
SESS_03383,Whitefield,TX_WHI_001,4W,30.0,28.77,90,18.37,7.2,2026-05-07 10:27:00,2026-05-07 13:15:23,0
SESS_02294,Electronic City,TX_ELE_004,2W,4.0,14.22,100,3.43,3.3,2026-05-07 10:27:00,2026-05-07 11:35:37,0
SESS_01730,Indiranagar,TX_IND_005,2W,3.7,25.8,100,2.75,3.3,2026-05-07 10:28:00,2026-05-07 11:22:54,0
SESS_02254,Electronic City,TX_ELE_004,2W,3.7,18.24,100,3.03,3.3,2026-05-07 10:28:00,2026-05-07 11:28:30,0
SESS_04288,Whitefield,TX_WHI_003,Commercial,200.0,39.53,100,120.94,50.0,2026-05-07 10:29:00,2026-05-07 13:08:38,0
SESS_00045,Whitefield,TX_WHI_003,2W,2.9,25.21,100,2.17,3.3,2026-05-07 10:30:00,2026-05-07 11:13:22,0
SESS_00087,Whitefield,TX_WHI_004,2W,2.9,27.17,80,1.53,3.3,2026-05-07 10:30:00,2026-05-07 11:00:38,0
SESS_04001,Whitefield,TX_WHI_004,2W,2.9,10.67,80,2.01,3.3,2026-05-07 10:30:00,2026-05-07 11:10:12,0
SESS_00165,Electronic City,TX_ELE_003,2W,3.7,40.15,90,1.84,3.3,2026-05-07 10:30:00,2026-05-07 11:06:53,0
SESS_01821,Whitefield,TX_WHI_004,2W,4.0,26.82,100,2.93,3.3,2026-05-07 10:37:00,2026-05-07 11:35:32,0
SESS_00455,Hebbal,TX_HEB_003,2W,4.0,5.0,100,3.8,3.3,2026-05-07 10:38:00,2026-05-07 11:54:00,0
SESS_04415,Electronic City,TX_ELE_002,2W,4.0,31.84,80,1.93,3.3,2026-05-07 10:38:00,2026-05-07 11:16:31,0
SESS_02929,Indiranagar,TX_IND_004,2W,4.0,43.35,100,2.27,3.3,2026-05-07 10:40:00,2026-05-07 11:25:19,0
SESS_03863,Hebbal,TX_HEB_003,2W,3.7,26.15,80,1.99,3.3,2026-05-07 10:40:00,2026-05-07 11:19:50,0
SESS_04887,Indiranagar,TX_IND_008,2W,2.9,35.32,80,1.3,3.3,2026-05-07 10:40:00,2026-05-07 11:05:54,0
SESS_00697,Whitefield,TX_WHI_001,4W,45.0,36.56,90,24.05,7.2,2026-05-07 10:41:00,2026-05-07 14:21:27,0
SESS_02394,Whitefield,TX_WHI_002,4W,30.0,28.09,100,21.57,7.2,2026-05-07 10:43:00,2026-05-07 14:00:44,0
SESS_00049,Hebbal,TX_HEB_001,4W,30.0,13.24,100,26.03,50.0,2026-05-07 10:43:00,2026-05-07 11:17:21,0
SESS_00785,Whitefield,TX_WHI_004,2W,2.9,21.09,90,2.0,3.3,2026-05-07 10:45:00,2026-05-07 11:24:58,0
SESS_00877,Electronic City,TX_ELE_002,4W,45.0,24.95,100,33.77,7.2,2026-05-07 10:45:00,2026-05-07 15:54:35,0
SESS_03253,Koramangala,TX_KOR_003,2W,3.7,20.63,100,2.94,3.3,2026-05-07 10:46:00,2026-05-07 11:44:43,0
SESS_03497,Koramangala,TX_KOR_003,Commercial,200.0,32.52,90,114.97,120.0,2026-05-07 10:48:00,2026-05-07 11:51:13,0
SESS_03990,Hebbal,TX_HEB_007,2W,2.9,9.57,100,2.62,3.3,2026-05-07 10:49:00,2026-05-07 11:41:27,0
SESS_04586,Electronic City,TX_ELE_002,2W,2.9,25.48,90,1.87,3.3,2026-05-07 10:50:00,2026-05-07 11:27:25,0
SESS_00496,Koramangala,TX_KOR_001,2W,2.9,38.37,100,1.79,3.3,2026-05-07 10:51:00,2026-05-07 11:26:44,0
SESS_01458,Indiranagar,TX_IND_003,2W,3.7,15.47,100,3.13,3.3,2026-05-07 10:52:00,2026-05-07 11:54:33,0
SESS_03823,Electronic City,TX_ELE_004,Commercial,120.0,48.97,100,61.23,50.0,2026-05-07 10:52:00,2026-05-07 12:12:49,0
SESS_04902,Whitefield,TX_WHI_002,2W,2.9,27.86,90,1.8,3.3,2026-05-07 10:53:00,2026-05-07 11:29:02,0
SESS_02302,Indiranagar,TX_IND_003,4W,45.0,10.78,100,40.15,25.0,2026-05-07 10:54:00,2026-05-07 12:39:59,0
SESS_02369,Whitefield,TX_WHI_004,Commercial,200.0,35.92,90,108.15,80.0,2026-05-07 10:55:00,2026-05-07 12:24:13,0
SESS_02067,Hebbal,TX_HEB_004,Commercial,80.0,23.14,100,61.49,50.0,2026-05-07 10:56:00,2026-05-07 12:17:10,0
SESS_00383,Indiranagar,TX_IND_003,2W,3.7,23.22,100,2.84,3.3,2026-05-07 10:56:00,2026-05-07 11:52:48,0
SESS_03792,Hebbal,TX_HEB_001,2W,2.9,36.65,100,1.84,3.3,2026-05-07 10:57:00,2026-05-07 11:33:44,0
SESS_03532,Whitefield,TX_WHI_004,2W,4.0,33.63,100,2.65,3.3,2026-05-07 10:57:00,2026-05-07 11:50:05,0
SESS_03452,Electronic City,TX_ELE_003,2W,2.9,30.99,100,2.0,3.3,2026-05-07 10:57:00,2026-05-07 11:37:01,0
SESS_04922,Hebbal,TX_HEB_006,4W,45.0,28.64,90,27.61,25.0,2026-05-07 10:59:00,2026-05-07 12:11:53,0
SESS_02052,Hebbal,TX_HEB_006,4W,45.0,24.45,90,29.5,25.0,2026-05-07 11:00:00,2026-05-07 12:17:52,0
SESS_00745,Whitefield,TX_WHI_002,Commercial,120.0,19.76,90,84.29,80.0,2026-05-07 11:00:00,2026-05-07 12:09:32,0
SESS_03278,Koramangala,TX_KOR_005,4W,30.0,32.19,100,20.34,25.0,2026-05-07 11:01:00,2026-05-07 11:54:42,0
SESS_04190,Whitefield,TX_WHI_005,2W,3.7,31.87,100,2.52,3.3,2026-05-07 11:06:00,2026-05-07 11:56:25,0
SESS_02152,Indiranagar,TX_IND_005,2W,4.0,26.67,90,2.53,3.3,2026-05-07 11:06:00,2026-05-07 11:56:39,0
SESS_03098,Whitefield,TX_WHI_003,2W,4.0,20.52,100,3.18,3.3,2026-05-07 11:08:00,2026-05-07 12:11:35,0
SESS_00890,Indiranagar,TX_IND_006,Commercial,80.0,30.04,80,39.97,80.0,2026-05-07 11:09:00,2026-05-07 11:41:58,0
SESS_01416,Whitefield,TX_WHI_003,4W,30.0,25.31,100,22.41,7.2,2026-05-07 11:11:00,2026-05-07 14:36:24,0
SESS_02083,Whitefield,TX_WHI_001,2W,4.0,42.15,100,2.31,3.3,2026-05-07 11:14:00,2026-05-07 12:00:16,0
SESS_01553,Whitefield,TX_WHI_001,2W,3.7,20.67,80,2.2,3.3,2026-05-07 11:14:00,2026-05-07 11:57:54,0
SESS_00392,HSR Layout,TX_HSR_006,2W,2.9,35.03,90,1.59,3.3,2026-05-07 11:15:00,2026-05-07 11:46:53,0
SESS_04161,Whitefield,TX_WHI_001,4W,30.0,5.0,100,28.5,7.2,2026-05-07 11:17:00,2026-05-07 15:38:15,0
SESS_01865,Whitefield,TX_WHI_005,2W,3.7,32.77,100,2.49,3.3,2026-05-07 11:18:00,2026-05-07 12:07:45,0
SESS_01680,Electronic City,TX_ELE_004,Commercial,120.0,11.29,100,106.45,50.0,2026-05-07 11:19:00,2026-05-07 13:39:30,0
SESS_01884,Koramangala,TX_KOR_006,2W,4.0,27.05,100,2.92,3.3,2026-05-07 11:20:00,2026-05-07 12:18:21,0
SESS_02533,Whitefield,TX_WHI_002,2W,3.7,23.98,100,2.81,3.3,2026-05-07 11:21:00,2026-05-07 12:17:15,0
SESS_02938,Whitefield,TX_WHI_001,2W,4.0,23.83,100,3.05,3.3,2026-05-07 11:22:00,2026-05-07 12:22:56,0
SESS_03019,Electronic City,TX_ELE_003,2W,2.9,26.12,90,1.85,3.3,2026-05-07 11:22:00,2026-05-07 11:59:02,0
SESS_02836,Indiranagar,TX_IND_004,2W,2.9,22.52,90,1.96,3.3,2026-05-07 11:23:00,2026-05-07 12:02:08,0
SESS_02227,Whitefield,TX_WHI_002,2W,4.0,27.97,100,2.88,3.3,2026-05-07 11:24:00,2026-05-07 12:21:37,0
SESS_02017,Koramangala,TX_KOR_008,2W,2.9,18.9,100,2.35,3.3,2026-05-07 11:26:00,2026-05-07 12:13:02,0
SESS_00179,Electronic City,TX_ELE_002,2W,4.0,28.65,100,2.85,3.3,2026-05-07 11:29:00,2026-05-07 12:26:04,0
SESS_00506,Whitefield,TX_WHI_004,2W,3.7,35.29,100,2.39,3.3,2026-05-07 11:34:00,2026-05-07 12:21:52,0
SESS_01228,Whitefield,TX_WHI_002,2W,2.9,32.01,90,1.68,3.3,2026-05-07 11:36:00,2026-05-07 12:09:38,0
SESS_03157,Whitefield,TX_WHI_001,2W,2.9,29.99,90,1.74,3.3,2026-05-07 11:39:00,2026-05-07 12:13:48,0
SESS_00755,Whitefield,TX_WHI_004,2W,4.0,19.75,90,2.81,3.3,2026-05-07 11:39:00,2026-05-07 12:35:12,0
SESS_01990,Whitefield,TX_WHI_004,Commercial,80.0,30.11,100,55.91,80.0,2026-05-07 11:39:00,2026-05-07 12:25:07,0
SESS_02122,Whitefield,TX_WHI_004,Commercial,200.0,38.94,100,122.12,50.0,2026-05-07 11:43:00,2026-05-07 14:24:12,0
SESS_00055,Electronic City,TX_ELE_004,2W,4.0,28.42,90,2.46,3.3,2026-05-07 11:45:00,2026-05-07 12:34:15,0
SESS_03740,Hebbal,TX_HEB_001,2W,3.7,26.74,100,2.71,3.3,2026-05-07 11:45:00,2026-05-07 12:39:12,0
SESS_03778,HSR Layout,TX_HSR_010,Commercial,120.0,15.61,90,89.26,120.0,2026-05-07 11:48:00,2026-05-07 12:37:05,0
SESS_03248,Koramangala,TX_KOR_003,2W,3.7,16.56,100,3.09,3.3,2026-05-07 11:50:00,2026-05-07 12:51:44,0
SESS_04760,Whitefield,TX_WHI_005,4W,45.0,28.14,100,32.34,7.2,2026-05-07 11:51:00,2026-05-07 16:47:26,0
SESS_03864,Koramangala,TX_KOR_005,2W,4.0,44.43,80,1.42,3.3,2026-05-07 11:51:00,2026-05-07 12:19:27,0
SESS_01395,Koramangala,TX_KOR_004,Commercial,80.0,32.65,80,37.88,50.0,2026-05-07 11:56:00,2026-05-07 12:45:59,0
SESS_04646,Whitefield,TX_WHI_002,4W,60.0,23.71,90,39.77,7.2,2026-05-07 12:00:00,2026-05-07 18:04:34,0
SESS_00537,Whitefield,TX_WHI_002,Commercial,80.0,8.3,90,65.36,80.0,2026-05-07 12:02:00,2026-05-07 12:55:55,0
SESS_01573,Koramangala,TX_KOR_001,2W,3.7,34.75,100,2.41,3.3,2026-05-07 12:02:00,2026-05-07 12:50:17,0
SESS_00426,Whitefield,TX_WHI_005,4W,72.0,29.2,100,50.98,25.0,2026-05-07 12:12:00,2026-05-07 14:26:35,0
SESS_00667,Whitefield,TX_WHI_003,Commercial,200.0,25.51,90,128.99,50.0,2026-05-07 12:14:00,2026-05-07 15:04:15,0
SESS_01870,Electronic City,TX_ELE_003,Commercial,200.0,14.44,100,171.13,50.0,2026-05-07 12:15:00,2026-05-07 16:00:53,0
SESS_00394,Hebbal,TX_HEB_007,2W,2.9,49.79,100,1.46,3.3,2026-05-07 12:16:00,2026-05-07 12:45:07,0
SESS_03390,Whitefield,TX_WHI_005,4W,45.0,17.7,100,37.04,25.0,2026-05-07 12:17:00,2026-05-07 13:54:46,0
SESS_04104,HSR Layout,TX_HSR_005,4W,30.0,40.71,80,11.79,7.2,2026-05-07 12:20:00,2026-05-07 14:08:03,0
SESS_02165,Whitefield,TX_WHI_003,4W,72.0,41.63,90,34.83,7.2,2026-05-07 12:21:00,2026-05-07 17:40:15,0
SESS_03088,Whitefield,TX_WHI_001,2W,4.0,24.63,100,3.01,3.3,2026-05-07 12:21:00,2026-05-07 13:21:17,0
SESS_03821,Indiranagar,TX_IND_001,2W,2.9,14.93,100,2.47,3.3,2026-05-07 12:22:00,2026-05-07 13:11:20,0
SESS_03710,Whitefield,TX_WHI_003,2W,3.7,28.16,90,2.29,3.3,2026-05-07 12:22:00,2026-05-07 13:07:45,0
SESS_00480,Whitefield,TX_WHI_001,2W,2.9,21.33,80,1.7,3.3,2026-05-07 12:26:00,2026-05-07 13:00:01,0
SESS_01229,HSR Layout,TX_HSR_006,2W,2.9,23.58,100,2.22,3.3,2026-05-07 12:27:00,2026-05-07 13:11:19,0
SESS_02038,Whitefield,TX_WHI_004,4W,60.0,8.96,90,48.62,50.0,2026-05-07 12:32:00,2026-05-07 13:36:10,0
SESS_03168,Indiranagar,TX_IND_001,2W,4.0,31.13,90,2.35,3.3,2026-05-07 12:33:00,2026-05-07 13:20:05,0
SESS_00305,Whitefield,TX_WHI_004,2W,3.7,28.06,100,2.66,3.3,2026-05-07 12:36:00,2026-05-07 13:29:14,0
SESS_01053,Whitefield,TX_WHI_001,4W,60.0,21.78,90,40.93,7.2,2026-05-07 12:44:00,2026-05-07 18:59:11,0
SESS_04978,Whitefield,TX_WHI_001,4W,72.0,10.47,80,50.06,25.0,2026-05-07 12:49:00,2026-05-07 15:01:09,0
SESS_01718,Electronic City,TX_ELE_005,2W,2.9,24.69,90,1.89,3.3,2026-05-07 12:52:00,2026-05-07 13:29:52,0
SESS_03860,HSR Layout,TX_HSR_007,4W,30.0,14.92,100,25.52,7.2,2026-05-07 12:54:00,2026-05-07 16:47:58,0
SESS_03892,Koramangala,TX_KOR_004,4W,60.0,50.01,100,29.99,7.2,2026-05-07 12:58:00,2026-05-07 17:32:57,0
SESS_01167,Whitefield,TX_WHI_002,2W,3.7,27.34,90,2.32,3.3,2026-05-07 12:59:00,2026-05-07 13:45:22,0
SESS_00215,Whitefield,TX_WHI_004,4W,45.0,21.96,100,35.12,7.2,2026-05-07 13:08:00,2026-05-07 18:29:54,0
SESS_00135,Whitefield,TX_WHI_002,4W,60.0,29.57,90,36.26,25.0,2026-05-07 13:19:00,2026-05-07 14:54:43,0
SESS_00507,Whitefield,TX_WHI_003,2W,4.0,22.96,100,3.08,3.3,2026-05-07 13:22:00,2026-05-07 14:23:37,0
SESS_01009,Whitefield,TX_WHI_004,2W,4.0,23.26,80,2.27,3.3,2026-05-07 13:22:00,2026-05-07 14:07:23,0
SESS_03594,Whitefield,TX_WHI_005,2W,3.7,36.24,90,1.99,3.3,2026-05-07 13:42:00,2026-05-07 14:21:47,0
SESS_03668,Whitefield,TX_WHI_003,2W,2.9,30.42,90,1.73,3.3,2026-05-07 13:47:00,2026-05-07 14:21:33,0
SESS_03560,Indiranagar,TX_IND_001,2W,4.0,41.77,90,1.93,3.3,2026-05-07 13:56:00,2026-05-07 14:34:35,0
SESS_00578,Whitefield,TX_WHI_003,4W,30.0,37.33,100,18.8,7.2,2026-05-07 13:57:00,2026-05-07 16:49:20,0
SESS_03535,Whitefield,TX_WHI_001,4W,45.0,30.93,100,31.08,25.0,2026-05-07 13:58:00,2026-05-07 15:20:03,0
SESS_02402,HSR Layout,TX_HSR_001,2W,2.9,31.09,100,2.0,3.3,2026-05-07 13:59:00,2026-05-07 14:38:58,0
SESS_04923,HSR Layout,TX_HSR_009,2W,4.0,36.4,100,2.54,3.3,2026-05-07 14:00:00,2026-05-07 14:50:52,0
SESS_01744,Electronic City,TX_ELE_002,2W,2.9,29.65,90,1.75,3.3,2026-05-07 14:03:00,2026-05-07 14:38:00,0
SESS_02529,Indiranagar,TX_IND_006,2W,2.9,21.11,100,2.29,3.3,2026-05-07 14:05:00,2026-05-07 14:50:45,0
SESS_02742,HSR Layout,TX_HSR_010,2W,4.0,27.42,100,2.9,3.3,2026-05-07 14:05:00,2026-05-07 15:03:03,0
SESS_02367,HSR Layout,TX_HSR_006,2W,3.7,27.77,100,2.67,3.3,2026-05-07 14:05:00,2026-05-07 14:58:27,0
SESS_00769,HSR Layout,TX_HSR_008,2W,2.9,31.47,100,1.99,3.3,2026-05-07 14:10:00,2026-05-07 14:49:44,0
SESS_00726,HSR Layout,TX_HSR_002,2W,4.0,15.51,100,3.38,3.3,2026-05-07 14:19:00,2026-05-07 15:26:35,0
SESS_03544,HSR Layout,TX_HSR_001,2W,3.7,9.19,100,3.36,3.3,2026-05-07 14:19:00,2026-05-07 15:26:12,0
SESS_01903,Whitefield,TX_WHI_002,2W,3.7,5.0,90,3.14,3.3,2026-05-07 14:19:00,2026-05-07 15:21:54,0
SESS_02631,Indiranagar,TX_IND_002,2W,2.9,33.64,90,1.63,3.3,2026-05-07 14:22:00,2026-05-07 14:54:41,0
SESS_00295,Whitefield,TX_WHI_005,2W,3.7,18.8,80,2.26,3.3,2026-05-07 14:25:00,2026-05-07 15:10:17,0
SESS_00092,Indiranagar,TX_IND_004,2W,2.9,6.55,80,2.13,3.3,2026-05-07 14:27:00,2026-05-07 15:09:36,0
SESS_00340,Whitefield,TX_WHI_003,4W,30.0,35.73,90,16.28,50.0,2026-05-07 14:32:00,2026-05-07 14:53:29,0
SESS_00567,Hebbal,TX_HEB_003,2W,3.7,33.11,90,2.1,3.3,2026-05-07 14:35:00,2026-05-07 15:17:05,0
SESS_00224,Koramangala,TX_KOR_007,4W,30.0,23.73,80,16.88,7.2,2026-05-07 14:40:00,2026-05-07 17:14:44,0
SESS_03325,Electronic City,TX_ELE_003,4W,30.0,44.04,100,16.79,7.2,2026-05-07 14:41:00,2026-05-07 17:14:52,0
SESS_03373,HSR Layout,TX_HSR_009,Commercial,80.0,48.18,90,33.45,50.0,2026-05-07 14:49:00,2026-05-07 15:33:09,0
SESS_03932,Indiranagar,TX_IND_007,2W,3.7,21.3,100,2.91,3.3,2026-05-07 14:52:00,2026-05-07 15:50:14,0
SESS_03449,Electronic City,TX_ELE_005,2W,2.9,21.03,90,2.0,3.3,2026-05-07 14:57:00,2026-05-07 15:37:00,0
SESS_01014,Indiranagar,TX_IND_002,4W,60.0,39.66,90,30.21,7.2,2026-05-07 15:05:00,2026-05-07 19:41:53,0
SESS_01446,Koramangala,TX_KOR_002,2W,4.0,23.28,100,3.07,3.3,2026-05-07 15:06:00,2026-05-07 16:07:22,0
SESS_03515,Whitefield,TX_WHI_003,Commercial,200.0,11.92,100,176.15,80.0,2026-05-07 15:06:00,2026-05-07 17:31:19,0
SESS_02842,HSR Layout,TX_HSR_005,2W,2.9,21.27,100,2.28,3.3,2026-05-07 15:06:00,2026-05-07 15:51:39,0
SESS_04824,Koramangala,TX_KOR_008,2W,4.0,41.25,100,2.35,3.3,2026-05-07 15:06:00,2026-05-07 15:53:00,0
SESS_00099,Indiranagar,TX_IND_001,4W,72.0,20.41,80,42.9,7.2,2026-05-07 15:08:00,2026-05-07 21:41:15,0
SESS_03859,Indiranagar,TX_IND_003,2W,3.7,13.9,100,3.19,3.3,2026-05-07 15:09:00,2026-05-07 16:12:43,0
SESS_02192,Hebbal,TX_HEB_002,2W,4.0,38.91,80,1.64,3.3,2026-05-07 15:10:00,2026-05-07 15:42:52,0
SESS_01452,Electronic City,TX_ELE_001,2W,4.0,38.03,100,2.48,3.3,2026-05-07 15:12:00,2026-05-07 16:01:34,0
SESS_00358,Electronic City,TX_ELE_004,2W,2.9,32.87,100,1.95,3.3,2026-05-07 15:13:00,2026-05-07 15:51:56,0
SESS_00451,Koramangala,TX_KOR_005,2W,4.0,27.31,80,2.11,3.3,2026-05-07 15:14:00,2026-05-07 15:56:08,0
SESS_02860,HSR Layout,TX_HSR_004,2W,3.7,12.19,90,2.88,3.3,2026-05-07 15:14:00,2026-05-07 16:11:34,0
SESS_00568,Hebbal,TX_HEB_003,2W,2.9,18.24,100,2.37,3.3,2026-05-07 15:14:00,2026-05-07 16:01:25,0
SESS_03044,Indiranagar,TX_IND_002,2W,4.0,29.34,90,2.43,3.3,2026-05-07 15:16:00,2026-05-07 16:04:31,0
SESS_01230,Hebbal,TX_HEB_005,2W,3.7,8.96,80,2.63,3.3,2026-05-07 15:17:00,2026-05-07 16:09:34,0
SESS_04489,Hebbal,TX_HEB_002,2W,3.7,34.78,80,1.67,3.3,2026-05-07 15:18:00,2026-05-07 15:51:27,0
SESS_02962,Hebbal,TX_HEB_004,2W,3.7,28.3,80,1.91,3.3,2026-05-07 15:19:00,2026-05-07 15:57:15,0
SESS_02623,Electronic City,TX_ELE_002,2W,2.9,17.93,100,2.38,3.3,2026-05-07 15:19:00,2026-05-07 16:06:36,0
SESS_03945,Indiranagar,TX_IND_001,2W,3.7,15.98,90,2.74,3.3,2026-05-07 15:20:00,2026-05-07 16:14:46,0
SESS_01114,Electronic City,TX_ELE_005,2W,4.0,32.55,80,1.9,3.3,2026-05-07 15:21:00,2026-05-07 15:58:57,0
SESS_00760,Electronic City,TX_ELE_003,4W,60.0,5.0,100,57.0,7.2,2026-05-07 15:22:00,2026-05-08 00:04:30,0
SESS_03202,Koramangala,TX_KOR_007,2W,2.9,41.2,100,1.71,3.3,2026-05-07 15:25:00,2026-05-07 15:59:06,0
SESS_01121,Hebbal,TX_HEB_005,4W,30.0,34.48,80,13.66,7.2,2026-05-07 15:26:00,2026-05-07 17:31:11,0
